[2023-07-25 02:57:45.901 PM] : 	ToServer/0ACFD54A - LOG,9,1690173389,BAR,572.0,
[2023-07-25 02:57:47.741 PM] : 	ToServer/BBBBBB - LOG,4,1690261067,test,4753,
[2023-07-25 02:57:47.741 PM] : 	ToServer/CCCCC - LOG,8,1690261067,test,7849,
[2023-07-25 02:57:47.742 PM] : 	ToServer/DDDDD - LOG,0,1690261067,test,1007,
[2023-07-25 02:57:47.742 PM] : 	ToServer/EEEEE - LOG,0,1690261067,test,30,
[2023-07-25 02:57:47.742 PM] : 	ToServer/AAAAAA - LOG,3,1690261067,test,9346,
[2023-07-25 02:57:47.742 PM] : 	ToServer/BBBBBB - LOG,3,1690261067,test,2370,
[2023-07-25 02:57:47.742 PM] : 	ToServer/CCCCC - LOG,2,1690261067,test,519,
[2023-07-25 02:57:47.742 PM] : 	ToServer/DDDDD - LOG,2,1690261067,test,8923,
[2023-07-25 02:57:47.742 PM] : 	ToServer/EEEEE - LOG,7,1690261067,test,3715,
[2023-07-25 02:57:47.742 PM] : 	ToServer/AAAAAA - LOG,7,1690261067,test,7219,
[2023-07-25 02:57:47.742 PM] : 	ToServer/BBBBBB - LOG,6,1690261067,test,3037,
[2023-07-25 02:57:47.742 PM] : 	ToServer/CCCCC - LOG,0,1690261067,test,2826,
[2023-07-25 02:57:47.742 PM] : 	ToServer/DDDDD - LOG,3,1690261067,test,2291,
[2023-07-25 02:57:47.742 PM] : 	ToServer/EEEEE - LOG,6,1690261067,test,1703,
[2023-07-25 02:57:47.742 PM] : 	ToServer/AAAAAA - LOG,8,1690261067,test,4529,
[2023-07-25 02:57:47.742 PM] : 	ToServer/BBBBBB - LOG,2,1690261067,test,2979,
[2023-07-25 02:57:47.742 PM] : 	ToServer/CCCCC - LOG,1,1690261067,test,9236,
[2023-07-25 02:57:47.742 PM] : 	ToServer/DDDDD - LOG,1,1690261067,test,1180,
[2023-07-25 02:57:47.742 PM] : 	ToServer/EEEEE - LOG,7,1690261067,test,2388,
[2023-07-25 02:57:47.742 PM] : 	ToServer/AAAAAA - LOG,6,1690261067,test,8474,
[2023-07-25 02:57:47.742 PM] : 	ToServer/BBBBBB - LOG,0,1690261067,test,8178,
[2023-07-25 02:57:47.783 PM] : 	ToServer/CCCCC - LOG,3,1690261067,test,2590,
[2023-07-25 02:57:47.784 PM] : 	ToServer/DDDDD - LOG,7,1690261067,test,6219,
[2023-07-25 02:57:47.784 PM] : 	ToServer/EEEEE - LOG,5,1690261067,test,4959,
[2023-07-25 02:57:47.784 PM] : 	ToServer/AAAAAA - LOG,9,1690261067,test,6045,
[2023-07-25 02:57:47.784 PM] : 	ToServer/BBBBBB - LOG,9,1690261067,test,2617,
[2023-07-25 02:57:47.784 PM] : 	ToServer/CCCCC - LOG,2,1690261067,test,4170,
[2023-07-25 02:57:47.784 PM] : 	ToServer/DDDDD - LOG,6,1690261067,test,1516,
[2023-07-25 02:57:47.784 PM] : 	ToServer/EEEEE - LOG,8,1690261067,test,209,
[2023-07-25 02:57:47.784 PM] : 	ToServer/AAAAAA - LOG,1,1690261067,test,2111,
[2023-07-25 02:57:47.784 PM] : 	ToServer/BBBBBB - LOG,1,1690261067,test,4337,
[2023-07-25 02:57:47.784 PM] : 	ToServer/CCCCC - LOG,5,1690261067,test,6536,
[2023-07-25 02:57:47.784 PM] : 	ToServer/DDDDD - LOG,3,1690261067,test,7097,
[2023-07-25 02:57:47.784 PM] : 	ToServer/EEEEE - LOG,4,1690261067,test,2308,
[2023-07-25 02:57:47.823 PM] : 	ToServer/AAAAAA - LOG,4,1690261067,test,396,
[2023-07-25 02:57:47.853 PM] : 	{"id":2171252,"dateTimeUTC":"2023-07-25T04:57:46.590Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":9498,"logNote":""}
[2023-07-25 02:57:47.857 PM] : 	{"id":2171254,"dateTimeUTC":"2023-07-25T04:57:46.590Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":8372,"logNote":""}
[2023-07-25 02:57:47.857 PM] : 	{"id":2171253,"dateTimeUTC":"2023-07-25T04:57:46.590Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":909,"logNote":""}
[2023-07-25 02:57:47.868 PM] : 	ToServer/BBBBBB - LOG,2,1690261067,test,7319,
[2023-07-25 02:57:47.868 PM] : 	ToServer/CCCCC - LOG,0,1690261067,test,2171,
[2023-07-25 02:57:47.868 PM] : 	ToServer/DDDDD - LOG,4,1690261067,test,2517,
[2023-07-25 02:57:47.868 PM] : 	ToServer/EEEEE - LOG,4,1690261067,test,847,
[2023-07-25 02:57:47.899 PM] : 	{"id":2171218,"dateTimeUTC":"2023-07-25T04:57:46.435Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":6459,"logNote":""}
[2023-07-25 02:57:47.913 PM] : 	ToServer/AAAAAA - LOG,5,1690261067,test,3428,
[2023-07-25 02:57:47.913 PM] : 	ToServer/BBBBBB - LOG,1,1690261067,test,1218,
[2023-07-25 02:57:47.913 PM] : 	ToServer/CCCCC - LOG,0,1690261067,test,8513,
[2023-07-25 02:57:47.913 PM] : 	ToServer/DDDDD - LOG,9,1690261067,test,8521,
[2023-07-25 02:57:47.913 PM] : 	ToServer/EEEEE - LOG,7,1690261067,test,4349,
[2023-07-25 02:57:47.942 PM] : 	{"id":2171220,"dateTimeUTC":"2023-07-25T04:57:46.487Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":8954,"logNote":""}
[2023-07-25 02:57:47.958 PM] : 	ToServer/AAAAAA - LOG,3,1690261067,test,8043,
[2023-07-25 02:57:47.958 PM] : 	ToServer/BBBBBB - LOG,4,1690261067,test,4910,
[2023-07-25 02:57:47.958 PM] : 	ToServer/CCCCC - LOG,5,1690261067,test,448,
[2023-07-25 02:57:47.958 PM] : 	ToServer/DDDDD - LOG,9,1690261067,test,477,
[2023-07-25 02:57:47.958 PM] : 	ToServer/EEEEE - LOG,5,1690261067,test,7013,
[2023-07-25 02:57:47.960 PM] : 	{"id":2171263,"dateTimeUTC":"2023-07-25T04:57:46.487Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":461,"logNote":""}
[2023-07-25 02:57:47.988 PM] : 	{"id":2171264,"dateTimeUTC":"2023-07-25T04:57:46.538Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":4074,"logNote":""}
[2023-07-25 02:57:48.007 PM] : 	ToServer/AAAAAA - LOG,0,1690261067,test,5246,
[2023-07-25 02:57:48.007 PM] : 	ToServer/BBBBBB - LOG,7,1690261067,test,4251,
[2023-07-25 02:57:48.007 PM] : 	ToServer/CCCCC - LOG,6,1690261067,test,1613,
[2023-07-25 02:57:48.007 PM] : 	ToServer/DDDDD - LOG,1,1690261067,test,3065,
[2023-07-25 02:57:48.007 PM] : 	ToServer/EEEEE - LOG,3,1690261067,test,5309,
[2023-07-25 02:57:48.031 PM] : 	{"id":2171271,"dateTimeUTC":"2023-07-25T04:57:46.638Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":5682,"logNote":""}
[2023-07-25 02:57:48.031 PM] : 	{"id":2171270,"dateTimeUTC":"2023-07-25T04:57:46.638Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":29,"logNote":""}
[2023-07-25 02:57:48.032 PM] : 	{"id":2171206,"dateTimeUTC":"2023-07-25T04:57:46.388Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":6835,"logNote":""}
[2023-07-25 02:57:48.032 PM] : 	{"id":2171272,"dateTimeUTC":"2023-07-25T04:57:46.590Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":9867,"logNote":""}
[2023-07-25 02:57:48.032 PM] : 	{"id":2171273,"dateTimeUTC":"2023-07-25T04:57:46.538Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":2243,"logNote":""}
[2023-07-25 02:57:48.032 PM] : 	{"id":2171274,"dateTimeUTC":"2023-07-25T04:57:46.538Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":1105,"logNote":""}
[2023-07-25 02:57:48.053 PM] : 	{"id":2171275,"dateTimeUTC":"2023-07-25T04:57:46.538Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":2746,"logNote":""}
[2023-07-25 02:57:48.054 PM] : 	{"id":2171276,"dateTimeUTC":"2023-07-25T04:57:46.538Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":4485,"logNote":""}
[2023-07-25 02:57:48.057 PM] : 	ToServer/AAAAAA - LOG,8,1690261067,test,9231,
[2023-07-25 02:57:48.057 PM] : 	ToServer/BBBBBB - LOG,8,1690261067,test,3041,
[2023-07-25 02:57:48.057 PM] : 	ToServer/CCCCC - LOG,7,1690261067,test,2840,
[2023-07-25 02:57:48.057 PM] : 	ToServer/DDDDD - LOG,8,1690261067,test,6747,
[2023-07-25 02:57:48.057 PM] : 	ToServer/EEEEE - LOG,4,1690261067,test,8765,
[2023-07-25 02:57:48.058 PM] : 	{"id":2171281,"dateTimeUTC":"2023-07-25T04:57:46.590Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":5343,"logNote":""}
[2023-07-25 02:57:48.074 PM] : 	{"id":2171282,"dateTimeUTC":"2023-07-25T04:57:46.638Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":3286,"logNote":""}
[2023-07-25 02:57:48.117 PM] : 	ToServer/AAAAAA - LOG,8,1690261068,test,7868,
[2023-07-25 02:57:48.117 PM] : 	ToServer/BBBBBB - LOG,4,1690261068,test,8017,
[2023-07-25 02:57:48.117 PM] : 	ToServer/CCCCC - LOG,8,1690261068,test,6286,
[2023-07-25 02:57:48.117 PM] : 	ToServer/DDDDD - LOG,3,1690261068,test,2773,
[2023-07-25 02:57:48.117 PM] : 	ToServer/EEEEE - LOG,9,1690261068,test,8254,
[2023-07-25 02:57:48.121 PM] : 	{"id":2171288,"dateTimeUTC":"2023-07-25T04:57:46.638Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":8,"logType":"test","logValue":6044,"logNote":""}
[2023-07-25 02:57:48.137 PM] : 	{"id":2171289,"dateTimeUTC":"2023-07-25T04:57:46.638Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":1655,"logNote":""}
[2023-07-25 02:57:48.162 PM] : 	ToServer/AAAAAA - LOG,4,1690261068,test,1393,
[2023-07-25 02:57:48.162 PM] : 	ToServer/BBBBBB - LOG,2,1690261068,test,8036,
[2023-07-25 02:57:48.162 PM] : 	ToServer/CCCCC - LOG,2,1690261068,test,9866,
[2023-07-25 02:57:48.162 PM] : 	ToServer/DDDDD - LOG,2,1690261068,test,7825,
[2023-07-25 02:57:48.163 PM] : 	ToServer/EEEEE - LOG,8,1690261068,test,1784,
[2023-07-25 02:57:48.165 PM] : 	{"id":2171295,"dateTimeUTC":"2023-07-25T04:57:46.688Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":2976,"logNote":""}
[2023-07-25 02:57:48.206 PM] : 	ToServer/AAAAAA - LOG,3,1690261068,test,2949,
[2023-07-25 02:57:48.206 PM] : 	ToServer/BBBBBB - LOG,6,1690261068,test,4775,
[2023-07-25 02:57:48.207 PM] : 	ToServer/CCCCC - LOG,6,1690261068,test,6997,
[2023-07-25 02:57:48.207 PM] : 	ToServer/DDDDD - LOG,0,1690261068,test,8965,
[2023-07-25 02:57:48.207 PM] : 	ToServer/EEEEE - LOG,5,1690261068,test,6506,
[2023-07-25 02:57:48.207 PM] : 	{"id":2171305,"dateTimeUTC":"2023-07-25T04:57:46.737Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":6130,"logNote":""}
[2023-07-25 02:57:48.207 PM] : 	{"id":2171302,"dateTimeUTC":"2023-07-25T04:57:46.688Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":4282,"logNote":""}
[2023-07-25 02:57:48.207 PM] : 	{"id":2171306,"dateTimeUTC":"2023-07-25T04:57:46.688Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":547,"logNote":""}
[2023-07-25 02:57:48.207 PM] : 	{"id":2171301,"dateTimeUTC":"2023-07-25T04:57:46.737Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":4273,"logNote":""}
[2023-07-25 02:57:48.207 PM] : 	{"id":2171303,"dateTimeUTC":"2023-07-25T04:57:46.688Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":2052,"logNote":""}
[2023-07-25 02:57:48.207 PM] : 	{"id":2171304,"dateTimeUTC":"2023-07-25T04:57:46.688Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":396,"logNote":""}
[2023-07-25 02:57:48.218 PM] : 	{"id":2171307,"dateTimeUTC":"2023-07-25T04:57:46.737Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":6933,"logNote":""}
[2023-07-25 02:57:48.218 PM] : 	{"id":2171308,"dateTimeUTC":"2023-07-25T04:57:46.737Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":1407,"logNote":""}
[2023-07-25 02:57:48.241 PM] : 	{"id":2171309,"dateTimeUTC":"2023-07-25T04:57:46.790Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":632,"logNote":""}
[2023-07-25 02:57:48.257 PM] : 	ToServer/AAAAAA - LOG,1,1690261068,test,4767,
[2023-07-25 02:57:48.257 PM] : 	ToServer/BBBBBB - LOG,2,1690261068,test,4760,
[2023-07-25 02:57:48.257 PM] : 	ToServer/CCCCC - LOG,6,1690261068,test,4364,
[2023-07-25 02:57:48.257 PM] : 	ToServer/DDDDD - LOG,1,1690261068,test,8510,
[2023-07-25 02:57:48.257 PM] : 	ToServer/EEEEE - LOG,4,1690261068,test,8540,
[2023-07-25 02:57:48.289 PM] : 	{"id":2171314,"dateTimeUTC":"2023-07-25T04:57:46.790Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":6,"logType":"test","logValue":202,"logNote":""}
[2023-07-25 02:57:48.298 PM] : 	{"id":2171320,"dateTimeUTC":"2023-07-25T04:57:46.790Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":9990,"logNote":""}
[2023-07-25 02:57:48.314 PM] : 	ToServer/AAAAAA - LOG,7,1690261068,test,3308,
[2023-07-25 02:57:48.315 PM] : 	ToServer/BBBBBB - LOG,7,1690261068,test,8006,
[2023-07-25 02:57:48.315 PM] : 	ToServer/CCCCC - LOG,7,1690261068,test,7236,
[2023-07-25 02:57:48.315 PM] : 	ToServer/DDDDD - LOG,9,1690261068,test,6885,
[2023-07-25 02:57:48.315 PM] : 	ToServer/EEEEE - LOG,0,1690261068,test,4996,
[2023-07-25 02:57:48.333 PM] : 	{"id":2171321,"dateTimeUTC":"2023-07-25T04:57:46.841Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":403,"logNote":""}
[2023-07-25 02:57:48.371 PM] : 	{"id":2171326,"dateTimeUTC":"2023-07-25T04:57:46.841Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":1886,"logNote":""}
[2023-07-25 02:57:48.371 PM] : 	{"id":2171329,"dateTimeUTC":"2023-07-25T04:57:46.889Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":5012,"logNote":""}
[2023-07-25 02:57:48.371 PM] : 	{"id":2171328,"dateTimeUTC":"2023-07-25T04:57:46.889Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":1699,"logNote":""}
[2023-07-25 02:57:48.371 PM] : 	{"id":2171331,"dateTimeUTC":"2023-07-25T04:57:46.841Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":6830,"logNote":""}
[2023-07-25 02:57:48.371 PM] : 	{"id":2171327,"dateTimeUTC":"2023-07-25T04:57:46.889Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":4640,"logNote":""}
[2023-07-25 02:57:48.375 PM] : 	{"id":2171330,"dateTimeUTC":"2023-07-25T04:57:46.841Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":4104,"logNote":""}
[2023-07-25 02:57:48.382 PM] : 	{"id":2171332,"dateTimeUTC":"2023-07-25T04:57:46.945Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":2438,"logNote":""}
[2023-07-25 02:57:48.382 PM] : 	{"id":2171333,"dateTimeUTC":"2023-07-25T04:57:46.889Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":8285,"logNote":""}
[2023-07-25 02:57:48.404 PM] : 	{"id":2171339,"dateTimeUTC":"2023-07-25T04:57:46.945Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":2704,"logNote":""}
[2023-07-25 02:57:48.453 PM] : 	{"id":2171345,"dateTimeUTC":"2023-07-25T04:57:46.790Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":7670,"logNote":""}
[2023-07-25 02:57:48.463 PM] : 	{"id":2171346,"dateTimeUTC":"2023-07-25T04:57:46.945Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":3830,"logNote":""}
[2023-07-25 02:57:48.496 PM] : 	{"id":2171347,"dateTimeUTC":"2023-07-25T04:57:46.945Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":1202,"logNote":""}
[2023-07-25 02:57:48.530 PM] : 	{"id":2171350,"dateTimeUTC":"2023-07-25T04:57:46.993Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":923,"logNote":""}
[2023-07-25 02:57:48.532 PM] : 	{"id":2171351,"dateTimeUTC":"2023-07-25T04:57:46.992Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":7431,"logNote":""}
[2023-07-25 02:57:48.533 PM] : 	{"id":2171352,"dateTimeUTC":"2023-07-25T04:57:46.993Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":8297,"logNote":""}
[2023-07-25 02:57:48.533 PM] : 	{"id":2171349,"dateTimeUTC":"2023-07-25T04:57:46.993Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":7149,"logNote":""}
[2023-07-25 02:57:48.533 PM] : 	{"id":2171348,"dateTimeUTC":"2023-07-25T04:57:46.993Z","timestampUTC":1690261066,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":998,"logNote":""}
[2023-07-25 02:57:48.537 PM] : 	{"id":2171353,"dateTimeUTC":"2023-07-25T04:57:47.042Z","timestampUTC":1690261066,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":2965,"logNote":""}
[2023-07-25 02:57:48.547 PM] : 	{"id":2171354,"dateTimeUTC":"2023-07-25T04:57:47.042Z","timestampUTC":1690261066,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":6502,"logNote":""}
[2023-07-25 02:57:48.555 PM] : 	{"id":2171355,"dateTimeUTC":"2023-07-25T04:57:47.042Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":3774,"logNote":""}
[2023-07-25 02:57:48.570 PM] : 	{"id":2171356,"dateTimeUTC":"2023-07-25T04:57:47.042Z","timestampUTC":1690261066,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":8861,"logNote":""}
[2023-07-25 02:57:48.624 PM] : 	{"id":2171357,"dateTimeUTC":"2023-07-25T04:57:47.095Z","timestampUTC":1690261067,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":8575,"logNote":""}
[2023-07-25 02:57:48.624 PM] : 	{"id":2171358,"dateTimeUTC":"2023-07-25T04:57:47.095Z","timestampUTC":1690261067,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":3952,"logNote":""}
[2023-07-25 02:57:48.664 PM] : 	ToServer/AAAAAA - LOG,5,1690261068,test,8795,
[2023-07-25 02:57:48.665 PM] : 	ToServer/BBBBBB - LOG,1,1690261068,test,360,
[2023-07-25 02:57:48.665 PM] : 	ToServer/CCCCC - LOG,4,1690261068,test,7734,
[2023-07-25 02:57:48.665 PM] : 	ToServer/DDDDD - LOG,7,1690261068,test,4207,
[2023-07-25 02:57:48.665 PM] : 	ToServer/EEEEE - LOG,6,1690261068,test,7641,
[2023-07-25 02:57:48.665 PM] : 	ToServer/AAAAAA - LOG,3,1690261068,test,5414,
[2023-07-25 02:57:48.665 PM] : 	ToServer/BBBBBB - LOG,4,1690261068,test,8704,
[2023-07-25 02:57:48.665 PM] : 	ToServer/CCCCC - LOG,6,1690261068,test,6650,
[2023-07-25 02:57:48.665 PM] : 	ToServer/DDDDD - LOG,9,1690261068,test,7466,
[2023-07-25 02:57:48.665 PM] : 	ToServer/EEEEE - LOG,7,1690261068,test,8773,
[2023-07-25 02:57:48.665 PM] : 	ToServer/AAAAAA - LOG,3,1690261068,test,9704,
[2023-07-25 02:57:48.665 PM] : 	ToServer/BBBBBB - LOG,3,1690261068,test,7210,
[2023-07-25 02:57:48.665 PM] : 	ToServer/CCCCC - LOG,3,1690261068,test,8587,
[2023-07-25 02:57:48.665 PM] : 	ToServer/DDDDD - LOG,9,1690261068,test,2680,
[2023-07-25 02:57:48.665 PM] : 	ToServer/EEEEE - LOG,1,1690261068,test,3566,
[2023-07-25 02:57:48.665 PM] : 	ToServer/AAAAAA - LOG,1,1690261068,test,3790,
[2023-07-25 02:57:48.665 PM] : 	ToServer/BBBBBB - LOG,4,1690261068,test,5576,
[2023-07-25 02:57:48.665 PM] : 	ToServer/CCCCC - LOG,2,1690261068,test,8477,
[2023-07-25 02:57:48.665 PM] : 	ToServer/DDDDD - LOG,3,1690261068,test,8700,
[2023-07-25 02:57:48.665 PM] : 	ToServer/EEEEE - LOG,8,1690261068,test,5107,
[2023-07-25 02:57:48.666 PM] : 	ToServer/AAAAAA - LOG,0,1690261068,test,1576,
[2023-07-25 02:57:48.666 PM] : 	ToServer/BBBBBB - LOG,5,1690261068,test,2846,
[2023-07-25 02:57:48.667 PM] : 	{"id":2171359,"dateTimeUTC":"2023-07-25T04:57:47.095Z","timestampUTC":1690261067,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":9492,"logNote":""}
[2023-07-25 02:57:48.683 PM] : 	{"id":2171360,"dateTimeUTC":"2023-07-25T04:57:47.145Z","timestampUTC":1690261067,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":6134,"logNote":""}
[2023-07-25 02:57:48.690 PM] : 	{"id":2171361,"dateTimeUTC":"2023-07-25T04:57:46.945Z","timestampUTC":1690261066,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":6137,"logNote":""}
[2023-07-25 02:57:48.693 PM] : 	{"id":2171362,"dateTimeUTC":"2023-07-25T04:57:47.146Z","timestampUTC":1690261067,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":42,"logNote":""}
[2023-07-25 02:57:48.697 PM] : 	{"id":2171363,"dateTimeUTC":"2023-07-25T04:57:47.146Z","timestampUTC":1690261067,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":9467,"logNote":""}
[2023-07-25 02:57:48.698 PM] : 	{"id":2171364,"dateTimeUTC":"2023-07-25T04:57:47.146Z","timestampUTC":1690261067,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":4749,"logNote":""}
[2023-07-25 02:57:48.702 PM] : 	ToServer/CCCCC - LOG,6,1690261068,test,141,
[2023-07-25 02:57:48.702 PM] : 	ToServer/DDDDD - LOG,3,1690261068,test,123,
[2023-07-25 02:57:48.702 PM] : 	ToServer/EEEEE - LOG,5,1690261068,test,6706,
[2023-07-25 02:57:48.702 PM] : 	ToServer/AAAAAA - LOG,9,1690261068,test,2805,
[2023-07-25 02:57:48.702 PM] : 	ToServer/BBBBBB - LOG,1,1690261068,test,2508,
[2023-07-25 02:57:48.703 PM] : 	ToServer/CCCCC - LOG,7,1690261068,test,281,
[2023-07-25 02:57:48.703 PM] : 	ToServer/DDDDD - LOG,9,1690261068,test,3931,
[2023-07-25 02:57:48.703 PM] : 	ToServer/EEEEE - LOG,6,1690261068,test,45,
[2023-07-25 02:57:48.703 PM] : 	ToServer/AAAAAA - LOG,7,1690261068,test,1132,
[2023-07-25 02:57:48.703 PM] : 	ToServer/BBBBBB - LOG,6,1690261068,test,871,
[2023-07-25 02:57:48.703 PM] : 	ToServer/CCCCC - LOG,0,1690261068,test,2394,
[2023-07-25 02:57:48.703 PM] : 	ToServer/DDDDD - LOG,9,1690261068,test,4472,
[2023-07-25 02:57:48.703 PM] : 	ToServer/EEEEE - LOG,6,1690261068,test,5433,
[2023-07-25 02:57:48.703 PM] : 	ToServer/AAAAAA - LOG,6,1690261068,test,3421,
[2023-07-25 02:57:48.703 PM] : 	ToServer/BBBBBB - LOG,3,1690261068,test,4685,
[2023-07-25 02:57:48.703 PM] : 	ToServer/CCCCC - LOG,7,1690261068,test,1913,
[2023-07-25 02:57:48.703 PM] : 	ToServer/DDDDD - LOG,7,1690261068,test,201,
[2023-07-25 02:57:48.704 PM] : 	{"id":2171365,"dateTimeUTC":"2023-07-25T04:57:47.146Z","timestampUTC":1690261067,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":1802,"logNote":""}
[2023-07-25 02:57:48.709 PM] : 	{"id":2171367,"dateTimeUTC":"2023-07-25T04:57:47.193Z","timestampUTC":1690261067,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":754,"logNote":""}
[2023-07-25 02:57:48.709 PM] : 	{"id":2171366,"dateTimeUTC":"2023-07-25T04:57:47.193Z","timestampUTC":1690261067,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":5223,"logNote":""}
[2023-07-25 02:57:48.712 PM] : 	{"id":2171374,"dateTimeUTC":"2023-07-25T04:57:47.193Z","timestampUTC":1690261067,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":3941,"logNote":""}
[2023-07-25 02:57:48.731 PM] : 	{"id":2171392,"dateTimeUTC":"2023-07-25T04:57:47.193Z","timestampUTC":1690261067,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":3928,"logNote":""}
[2023-07-25 02:57:48.741 PM] : 	ToServer/EEEEE - LOG,4,1690261068,test,9671,
[2023-07-25 02:57:48.779 PM] : 	ToServer/AAAAAA - LOG,6,1690261068,test,3024,
[2023-07-25 02:57:48.779 PM] : 	ToServer/BBBBBB - LOG,4,1690261068,test,2024,
[2023-07-25 02:57:48.779 PM] : 	ToServer/CCCCC - LOG,9,1690261068,test,3822,
[2023-07-25 02:57:48.779 PM] : 	ToServer/DDDDD - LOG,7,1690261068,test,9397,
[2023-07-25 02:57:48.779 PM] : 	ToServer/EEEEE - LOG,0,1690261068,test,1986,
[2023-07-25 02:57:48.784 PM] : 	{"id":2171399,"dateTimeUTC":"2023-07-25T04:57:47.241Z","timestampUTC":1690261067,"deviceId":"AAAAAA","taskId":8,"logType":"test","logValue":3857,"logNote":""}
