[2023-07-18 12:49:55.960 PM] : 	ToServer/0ACFD54A - CHK,0,1689560528
[2023-07-18 12:49:57.249 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.258 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.259 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.259 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.263 PM] : 	ToServer/AAAAAA - LOG,3,1689648597,test,4984,
[2023-07-18 12:49:57.263 PM] : 	ToServer/BBBBBB - LOG,2,1689648597,test,6746,
[2023-07-18 12:49:57.263 PM] : 	ToServer/CCCCC - LOG,5,1689648597,test,6050,
[2023-07-18 12:49:57.263 PM] : 	ToServer/DDDDD - LOG,4,1689648597,test,7641,
[2023-07-18 12:49:57.263 PM] : 	ToServer/EEEEE - LOG,2,1689648597,test,1509,
[2023-07-18 12:49:57.284 PM] : 	{"id":2164472,"dateTimeUTC":"2023-07-18T02:49:56.782Z","timestampUTC":1689648596,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":9433,"logNote":""}
[2023-07-18 12:49:57.284 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.285 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.287 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.292 PM] : 	{"id":2164473,"dateTimeUTC":"2023-07-18T02:49:56.782Z","timestampUTC":1689648596,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":3937,"logNote":""}
[2023-07-18 12:49:57.293 PM] : 	{"id":2164474,"dateTimeUTC":"2023-07-18T02:49:56.782Z","timestampUTC":1689648596,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":3182,"logNote":""}
[2023-07-18 12:49:57.297 PM] : 	{"id":2164475,"dateTimeUTC":"2023-07-18T02:49:56.782Z","timestampUTC":1689648596,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":8317,"logNote":""}
[2023-07-18 12:49:57.305 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.308 PM] : 	{"id":2164476,"dateTimeUTC":"2023-07-18T02:49:56.782Z","timestampUTC":1689648596,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":8981,"logNote":""}
[2023-07-18 12:49:57.311 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.317 PM] : 	ToServer/AAAAAA - LOG,1,1689648597,test,6379,
[2023-07-18 12:49:57.317 PM] : 	ToServer/BBBBBB - LOG,5,1689648597,test,340,
[2023-07-18 12:49:57.317 PM] : 	ToServer/CCCCC - LOG,6,1689648597,test,445,
[2023-07-18 12:49:57.317 PM] : 	ToServer/DDDDD - LOG,2,1689648597,test,8508,
[2023-07-18 12:49:57.317 PM] : 	ToServer/EEEEE - LOG,3,1689648597,test,3064,
[2023-07-18 12:49:57.321 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.332 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.358 PM] : 	{"id":2164482,"dateTimeUTC":"2023-07-18T02:49:56.838Z","timestampUTC":1689648596,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":9305,"logNote":""}
[2023-07-18 12:49:57.362 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.363 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.367 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.371 PM] : 	ToServer/AAAAAA - LOG,4,1689648597,test,5760,
[2023-07-18 12:49:57.371 PM] : 	ToServer/BBBBBB - LOG,4,1689648597,test,3756,
[2023-07-18 12:49:57.371 PM] : 	ToServer/CCCCC - LOG,3,1689648597,test,6159,
[2023-07-18 12:49:57.371 PM] : 	ToServer/DDDDD - LOG,7,1689648597,test,2700,
[2023-07-18 12:49:57.371 PM] : 	ToServer/EEEEE - LOG,9,1689648597,test,5761,
[2023-07-18 12:49:57.372 PM] : 	{"id":2164484,"dateTimeUTC":"2023-07-18T02:49:56.838Z","timestampUTC":1689648596,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":867,"logNote":""}
[2023-07-18 12:49:57.383 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.384 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.384 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.384 PM] : 	{"id":2164485,"dateTimeUTC":"2023-07-18T02:49:56.838Z","timestampUTC":1689648596,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":5082,"logNote":""}
[2023-07-18 12:49:57.385 PM] : 	{"id":2164487,"dateTimeUTC":"2023-07-18T02:49:56.838Z","timestampUTC":1689648596,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":5868,"logNote":""}
[2023-07-18 12:49:57.385 PM] : 	{"id":2164486,"dateTimeUTC":"2023-07-18T02:49:56.838Z","timestampUTC":1689648596,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":4104,"logNote":""}
[2023-07-18 12:49:57.405 PM] : 	{"id":2164492,"dateTimeUTC":"2023-07-18T02:49:56.893Z","timestampUTC":1689648596,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":9166,"logNote":""}
[2023-07-18 12:49:57.417 PM] : 	{"id":2164493,"dateTimeUTC":"2023-07-18T02:49:56.893Z","timestampUTC":1689648596,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":6344,"logNote":""}
[2023-07-18 12:49:57.422 PM] : 	ToServer/AAAAAA - LOG,5,1689648597,test,4537,
[2023-07-18 12:49:57.422 PM] : 	ToServer/BBBBBB - LOG,5,1689648597,test,8697,
[2023-07-18 12:49:57.422 PM] : 	ToServer/CCCCC - LOG,9,1689648597,test,5024,
[2023-07-18 12:49:57.422 PM] : 	ToServer/DDDDD - LOG,9,1689648597,test,85,
[2023-07-18 12:49:57.423 PM] : 	ToServer/EEEEE - LOG,3,1689648597,test,5024,
[2023-07-18 12:49:57.432 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.434 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.447 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.452 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.452 PM] : 	{"id":2164499,"dateTimeUTC":"2023-07-18T02:49:56.893Z","timestampUTC":1689648596,"deviceId":"EEEEE","taskId":5,"logType":"test","logValue":579,"logNote":""}
[2023-07-18 12:49:57.452 PM] : 	{"id":2164500,"dateTimeUTC":"2023-07-18T02:49:56.893Z","timestampUTC":1689648596,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":9610,"logNote":""}
[2023-07-18 12:49:57.457 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.458 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.458 PM] : 	{"id":2164501,"dateTimeUTC":"2023-07-18T02:49:56.893Z","timestampUTC":1689648596,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":7872,"logNote":""}
[2023-07-18 12:49:57.459 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.460 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.472 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.476 PM] : 	ToServer/AAAAAA - LOG,5,1689648597,test,5469,
[2023-07-18 12:49:57.476 PM] : 	ToServer/BBBBBB - LOG,6,1689648597,test,7490,
[2023-07-18 12:49:57.476 PM] : 	ToServer/CCCCC - LOG,4,1689648597,test,4577,
[2023-07-18 12:49:57.476 PM] : 	ToServer/DDDDD - LOG,3,1689648597,test,1949,
[2023-07-18 12:49:57.476 PM] : 	ToServer/EEEEE - LOG,1,1689648597,test,9707,
[2023-07-18 12:49:57.482 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.501 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.527 PM] : 	ToServer/AAAAAA - LOG,6,1689648597,test,7744,
[2023-07-18 12:49:57.527 PM] : 	ToServer/BBBBBB - LOG,0,1689648597,test,9418,
[2023-07-18 12:49:57.527 PM] : 	ToServer/CCCCC - LOG,4,1689648597,test,5698,
[2023-07-18 12:49:57.527 PM] : 	ToServer/DDDDD - LOG,8,1689648597,test,5115,
[2023-07-18 12:49:57.527 PM] : 	ToServer/EEEEE - LOG,6,1689648597,test,6179,
[2023-07-18 12:49:57.534 PM] : 	{"id":2164509,"dateTimeUTC":"2023-07-18T02:49:56.943Z","timestampUTC":1689648596,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":407,"logNote":""}
[2023-07-18 12:49:57.535 PM] : 	{"id":2164507,"dateTimeUTC":"2023-07-18T02:49:56.943Z","timestampUTC":1689648596,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":7468,"logNote":""}
[2023-07-18 12:49:57.537 PM] : 	{"id":2164510,"dateTimeUTC":"2023-07-18T02:49:56.943Z","timestampUTC":1689648596,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":3133,"logNote":""}
[2023-07-18 12:49:57.542 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.542 PM] : 	{"id":2164515,"dateTimeUTC":"2023-07-18T02:49:56.943Z","timestampUTC":1689648596,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":6666,"logNote":""}
[2023-07-18 12:49:57.542 PM] : 	{"id":2164513,"dateTimeUTC":"2023-07-18T02:49:56.943Z","timestampUTC":1689648596,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":4143,"logNote":""}
[2023-07-18 12:49:57.553 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.558 PM] : 	{"id":2164518,"dateTimeUTC":"2023-07-18T02:49:57.000Z","timestampUTC":1689648596,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":2546,"logNote":""}
[2023-07-18 12:49:57.559 PM] : 	{"id":2164519,"dateTimeUTC":"2023-07-18T02:49:57.000Z","timestampUTC":1689648596,"deviceId":"AAAAAA","taskId":9,"logType":"test","logValue":9843,"logNote":""}
[2023-07-18 12:49:57.560 PM] : 	{"id":2164520,"dateTimeUTC":"2023-07-18T02:49:57.000Z","timestampUTC":1689648596,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":4705,"logNote":""}
[2023-07-18 12:49:57.560 PM] : 	{"id":2164516,"dateTimeUTC":"2023-07-18T02:49:57.000Z","timestampUTC":1689648596,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":5641,"logNote":""}
[2023-07-18 12:49:57.560 PM] : 	{"id":2164517,"dateTimeUTC":"2023-07-18T02:49:57.000Z","timestampUTC":1689648596,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":105,"logNote":""}
[2023-07-18 12:49:57.562 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.583 PM] : 	ToServer/AAAAAA - LOG,0,1689648597,test,8908,
[2023-07-18 12:49:57.583 PM] : 	ToServer/BBBBBB - LOG,4,1689648597,test,5658,
[2023-07-18 12:49:57.583 PM] : 	ToServer/CCCCC - LOG,7,1689648597,test,4583,
[2023-07-18 12:49:57.583 PM] : 	ToServer/DDDDD - LOG,5,1689648597,test,9434,
[2023-07-18 12:49:57.583 PM] : 	ToServer/EEEEE - LOG,5,1689648597,test,3646,
[2023-07-18 12:49:57.597 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.602 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.609 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.610 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.610 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.611 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.617 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.631 PM] : 	ToServer/AAAAAA - LOG,9,1689648597,test,3472,
[2023-07-18 12:49:57.631 PM] : 	ToServer/BBBBBB - LOG,1,1689648597,test,9617,
[2023-07-18 12:49:57.631 PM] : 	ToServer/CCCCC - LOG,9,1689648597,test,7732,
[2023-07-18 12:49:57.631 PM] : 	ToServer/DDDDD - LOG,1,1689648597,test,700,
[2023-07-18 12:49:57.632 PM] : 	ToServer/EEEEE - LOG,7,1689648597,test,3986,
[2023-07-18 12:49:57.632 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.660 PM] : 	{"id":2164530,"dateTimeUTC":"2023-07-18T02:49:57.055Z","timestampUTC":1689648596,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":9211,"logNote":""}
[2023-07-18 12:49:57.661 PM] : 	{"id":2164533,"dateTimeUTC":"2023-07-18T02:49:57.055Z","timestampUTC":1689648596,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":4233,"logNote":""}
[2023-07-18 12:49:57.661 PM] : 	{"id":2164532,"dateTimeUTC":"2023-07-18T02:49:57.055Z","timestampUTC":1689648596,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":4603,"logNote":""}
[2023-07-18 12:49:57.661 PM] : 	{"id":2164531,"dateTimeUTC":"2023-07-18T02:49:57.055Z","timestampUTC":1689648596,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":6341,"logNote":""}
[2023-07-18 12:49:57.662 PM] : 	{"id":2164534,"dateTimeUTC":"2023-07-18T02:49:57.055Z","timestampUTC":1689648596,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":9487,"logNote":""}
[2023-07-18 12:49:57.662 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.668 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.679 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.680 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.684 PM] : 	ToServer/AAAAAA - LOG,8,1689648597,test,4731,
[2023-07-18 12:49:57.684 PM] : 	ToServer/BBBBBB - LOG,1,1689648597,test,2037,
[2023-07-18 12:49:57.684 PM] : 	ToServer/CCCCC - LOG,1,1689648597,test,8447,
[2023-07-18 12:49:57.684 PM] : 	ToServer/DDDDD - LOG,2,1689648597,test,1178,
[2023-07-18 12:49:57.684 PM] : 	ToServer/EEEEE - LOG,0,1689648597,test,8654,
[2023-07-18 12:49:57.694 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.698 PM] : 	{"id":2164540,"dateTimeUTC":"2023-07-18T02:49:57.112Z","timestampUTC":1689648597,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":1597,"logNote":""}
[2023-07-18 12:49:57.703 PM] : 	{"id":2164539,"dateTimeUTC":"2023-07-18T02:49:57.111Z","timestampUTC":1689648597,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":5781,"logNote":""}
[2023-07-18 12:49:57.710 PM] : 	{"id":2164541,"dateTimeUTC":"2023-07-18T02:49:57.111Z","timestampUTC":1689648597,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":24,"logNote":""}
[2023-07-18 12:49:57.728 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.733 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.734 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.735 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.735 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.735 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.736 PM] : 	ToServer/AAAAAA - LOG,0,1689648597,test,4380,
[2023-07-18 12:49:57.736 PM] : 	ToServer/BBBBBB - LOG,2,1689648597,test,8312,
[2023-07-18 12:49:57.736 PM] : 	ToServer/CCCCC - LOG,7,1689648597,test,2423,
[2023-07-18 12:49:57.736 PM] : 	ToServer/DDDDD - LOG,9,1689648597,test,2385,
[2023-07-18 12:49:57.736 PM] : 	ToServer/EEEEE - LOG,2,1689648597,test,3583,
[2023-07-18 12:49:57.760 PM] : 	{"id":2164547,"dateTimeUTC":"2023-07-18T02:49:57.161Z","timestampUTC":1689648597,"deviceId":"BBBBBB","taskId":6,"logType":"test","logValue":1839,"logNote":""}
[2023-07-18 12:49:57.760 PM] : 	{"id":2164546,"dateTimeUTC":"2023-07-18T02:49:57.161Z","timestampUTC":1689648597,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":7114,"logNote":""}
[2023-07-18 12:49:57.763 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.763 PM] : 	{"id":2164548,"dateTimeUTC":"2023-07-18T02:49:57.161Z","timestampUTC":1689648597,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":636,"logNote":""}
[2023-07-18 12:49:57.768 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.779 PM] : 	{"id":2164549,"dateTimeUTC":"2023-07-18T02:49:57.161Z","timestampUTC":1689648597,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":4988,"logNote":""}
[2023-07-18 12:49:57.784 PM] : 	ToServer/AAAAAA - LOG,4,1689648597,test,3293,
[2023-07-18 12:49:57.784 PM] : 	ToServer/BBBBBB - LOG,2,1689648597,test,7461,
[2023-07-18 12:49:57.785 PM] : 	ToServer/CCCCC - LOG,8,1689648597,test,9983,
[2023-07-18 12:49:57.785 PM] : 	ToServer/DDDDD - LOG,6,1689648597,test,9609,
[2023-07-18 12:49:57.785 PM] : 	ToServer/EEEEE - LOG,0,1689648597,test,502,
[2023-07-18 12:49:57.786 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.789 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.794 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.810 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.823 PM] : 	{"id":2164554,"dateTimeUTC":"2023-07-18T02:49:57.209Z","timestampUTC":1689648597,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":8677,"logNote":""}
[2023-07-18 12:49:57.833 PM] : 	ToServer/AAAAAA - LOG,0,1689648597,test,8191,
[2023-07-18 12:49:57.833 PM] : 	ToServer/BBBBBB - LOG,5,1689648597,test,7809,
[2023-07-18 12:49:57.833 PM] : 	ToServer/CCCCC - LOG,1,1689648597,test,5230,
[2023-07-18 12:49:57.833 PM] : 	ToServer/DDDDD - LOG,6,1689648597,test,3367,
[2023-07-18 12:49:57.833 PM] : 	ToServer/EEEEE - LOG,8,1689648597,test,1839,
[2023-07-18 12:49:57.836 PM] : 	{"id":2164556,"dateTimeUTC":"2023-07-18T02:49:57.209Z","timestampUTC":1689648597,"deviceId":"CCCCC","taskId":4,"logType":"test","logValue":1122,"logNote":""}
[2023-07-18 12:49:57.837 PM] : 	{"id":2164555,"dateTimeUTC":"2023-07-18T02:49:57.209Z","timestampUTC":1689648597,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":6441,"logNote":""}
[2023-07-18 12:49:57.848 PM] : 	{"id":2164561,"dateTimeUTC":"2023-07-18T02:49:57.263Z","timestampUTC":1689648597,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":6746,"logNote":""}
[2023-07-18 12:49:57.858 PM] : 	{"id":2164564,"dateTimeUTC":"2023-07-18T02:49:57.209Z","timestampUTC":1689648597,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":9182,"logNote":""}
[2023-07-18 12:49:57.859 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.859 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.859 PM] : 	{"id":2164563,"dateTimeUTC":"2023-07-18T02:49:57.209Z","timestampUTC":1689648597,"deviceId":"EEEEE","taskId":4,"logType":"test","logValue":555,"logNote":""}
[2023-07-18 12:49:57.859 PM] : 	{"id":2164562,"dateTimeUTC":"2023-07-18T02:49:57.263Z","timestampUTC":1689648597,"deviceId":"CCCCC","taskId":5,"logType":"test","logValue":6050,"logNote":""}
[2023-07-18 12:49:57.860 PM] : 	{"id":2164565,"dateTimeUTC":"2023-07-18T02:49:57.263Z","timestampUTC":1689648597,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":4984,"logNote":""}
[2023-07-18 12:49:57.862 PM] : 	{"id":2164566,"dateTimeUTC":"2023-07-18T02:49:57.263Z","timestampUTC":1689648597,"deviceId":"DDDDD","taskId":4,"logType":"test","logValue":7641,"logNote":""}
[2023-07-18 12:49:57.872 PM] : 	{"id":2164567,"dateTimeUTC":"2023-07-18T02:49:57.263Z","timestampUTC":1689648597,"deviceId":"EEEEE","taskId":2,"logType":"test","logValue":1509,"logNote":""}
[2023-07-18 12:49:57.877 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.887 PM] : 	ToServer/AAAAAA - LOG,7,1689648597,test,7113,
[2023-07-18 12:49:57.888 PM] : 	ToServer/BBBBBB - LOG,4,1689648597,test,8664,
[2023-07-18 12:49:57.888 PM] : 	ToServer/CCCCC - LOG,0,1689648597,test,6957,
[2023-07-18 12:49:57.888 PM] : 	ToServer/DDDDD - LOG,7,1689648597,test,4073,
[2023-07-18 12:49:57.888 PM] : 	ToServer/EEEEE - LOG,9,1689648597,test,834,
[2023-07-18 12:49:57.889 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.909 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.928 PM] : 	{"code":"P2025","clientVersion":"4.12.0","meta":{"cause":"Record to update not found."}}
[2023-07-18 12:49:57.934 PM] : 	{"id":2164572,"dateTimeUTC":"2023-07-18T02:49:57.317Z","timestampUTC":1689648597,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":6379,"logNote":""}
[2023-07-18 12:49:57.937 PM] : 	ToServer/AAAAAA - LOG,9,1689648597,test,8841,
[2023-07-18 12:49:57.937 PM] : 	ToServer/BBBBBB - LOG,2,1689648597,test,2812,
[2023-07-18 12:49:57.937 PM] : 	ToServer/CCCCC - LOG,4,1689648597,test,1377,
[2023-07-18 12:49:57.937 PM] : 	ToServer/DDDDD - LOG,3,1689648597,test,6326,
